mileage,year,fuelType,price,engineVolume,power,registration,userType,gearBox,interiorMaterial,chassis
166000,2003,Dizel,2950,1500,60,10.2016.,user,Manuelni 5 brzina,,Hečbek
215000,2008,Dizel,3800,1499,60,11.2016.,user,Manuelni 5 brzina,Štof,Hečbek
178900,2005,Dizel,3100,1495,60,08.2017.,user,Manuelni 5 brzina,Štof,Hečbek
170000,2004,Dizel,2550,1870,88,09.2016.,user,Manuelni 6 brzina,Štof,Hečbek
146334,2008,Dizel,4500,1461,77,01.2017.,user,Manuelni 5 brzina,Štof,Limuzina
133500,2004,Benzin,3100,1390,72,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
208000,2007,Dizel,3600,1900,96,03.2017.,user,Manuelni 6 brzina,Štof,Karavan
219251,2004,Dizel,3150,1870,88,01.2017.,user,Manuelni 6 brzina,Štof,Hečbek
200000,2005,Dizel,2200,1500,76,03.2017.,user,Manuelni 5 brzina,Štof,Limuzina
200000,2005,Dizel,1700,1870,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
300000,2002,Dizel,1350,1900,75,11.2016.,user,Manuelni 5 brzina,Drugi,Karavan
241005,2004,Dizel,2750,1900,88,03.2017.,user,Manuelni 6 brzina,,Limuzina
150000,2004,Benzin + Gas (TNG),2900,1600,77,10.2016.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
190000,2003,Dizel,2500,1900,88,01.2017.,user,Manuelni 6 brzina,Kombinovana koža,Kupe
207000,2003,Dizel,2250,1870,88,01.2017.,user,Manuelni 6 brzina,Štof,Hečbek
197850,2005,Dizel,2500,1461,60,02.2017.,user,Manuelni 5 brzina,Štof,Hečbek
243532,1997,Benzin + Gas (TNG),1200,1600,55,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
227000,2002,Dizel,1800,1870,75,10.2016.,user,Manuelni 5 brzina,Velur,Karavan
259000,2006,Dizel,2750,1461,63,06.2017.,user,Manuelni 5 brzina,Drugi,Hečbek
132516,2012,Dizel,6290,1870,96,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
218000,2006,Dizel,2700,1500,63,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
257000,2003,Dizel,2850,1988,88,12.2016.,user,Manuelni 6 brzina,Štof,Limuzina
212000,2002,Benzin,1830,1598,79,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
80583,2003,Benzin,2750,1598,83,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
170000,1999,Dizel,1050,1998,1,Nije registrovan,dealer,Manuelni 5 brzina,,Hečbek
168444,2003,Dizel,2799,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
187000,2004,Dizel,2590,1500,74,Nije registrovan,dealer,Manuelni 5 brzina,Kombinovana koža,Karavan
140899,2004,Dizel,2550,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Limuzina
221000,2001,Benzin,2100,1400,70,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
168595,2005,Dizel,3100,1500,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
142000,2013,Dizel,8555,1598,96,Nije registrovan,dealer,Manuelni 6 brzina,Prirodna koža,Karavan
257281,2012,Dizel,6290,1461,81,11.2016.,dealer,Manuelni 6 brzina,,Karavan
175000,2003,Dizel,2750,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
81000,2001,Benzin,999999999,1998,102,Nije registrovan,dealer,Manuelni 5 brzina,Prirodna koža,Kabriolet/Roadster
173000,2004,Dizel,2790,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
186000,2003,Benzin,2300,1598,83,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
128000,2005,Dizel,4300,1995,88,12.2016.,user,Manuelni 6 brzina,Štof,Kabriolet/Roadster
179000,2004,Dizel,3100,1499,60,08.2017.,user,Manuelni 5 brzina,Štof,Karavan
202354,2004,Dizel,2600,1900,88,01.2017.,user,Manuelni 6 brzina,Štof,Limuzina
137000,2002,Dizel,2400,1500,60,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
204775,2006,Dizel,3700,1500,78,Nije registrovan,user,Manuelni 6 brzina,Štof,Limuzina
230000,2004,Dizel,3050,1870,88,08.2017.,user,Manuelni 6 brzina,Kombinovana koža,Karavan
203000,2002,Dizel,2400,1990,75,07.2016.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
202000,2002,Benzin,1750,1598,79,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
1111,2003,Dizel,1850,1499,60,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
252000,2004,Dizel,3500,1461,60,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
156000,2005,Dizel,3350,1461,73,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
155400,2006,Dizel,1800,1500,78,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
2500,2002,Dizel,1650,1900,75,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
200000,2002,Dizel,1350,1900,65,02.2017.,user,Manuelni 5 brzina,Prirodna koža,Karavan
220000,2001,Benzin,1650,1600,78,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
178000,2003,Dizel,2500,1500,60,01.2017.,user,Manuelni 5 brzina,Štof,Limuzina
224000,2004,Dizel,3199,1461,60,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
190000,2004,Dizel,2400,1500,74,01.2017.,user,Manuelni 5 brzina,Štof,Limuzina
243000,2004,Dizel,2650,1461,60,02.2017.,user,Manuelni 5 brzina,Štof,Hečbek
169400,1997,Benzin,1200,1600,66,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
184400,2004,Dizel,2850,1500,60,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
202963,1998,Benzin + Gas (TNG),750,1596,66,08.2016.,user,Manuelni 5 brzina,Štof,Hečbek
168000,2004,Dizel,2550,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
109000,2008,Benzin + Gas (TNG),4200,1400,53,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
164000,2004,Dizel,3300,1870,88,05.2017.,user,Manuelni 6 brzina,Štof,Limuzina
151000,2003,Dizel,2800,1900,88,02.2017.,user,Manuelni 6 brzina,Drugi,Hečbek
186000,2004,Dizel,2950,1461,74,08.2017.,user,Manuelni 5 brzina,Štof,Hečbek
255200,2007,Dizel,3900,1461,78,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
155654,2001,Benzin,1600,1598,79,12.2016.,user,Automatski,Štof,Karavan
196000,2002,Dizel,1499,1900,75,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
230000,2005,Dizel,2950,1900,88,12.2016.,user,Manuelni 6 brzina,Štof,Hečbek
198000,2003,Dizel,2800,1870,88,08.2017.,user,Manuelni 5 brzina,Štof,Limuzina
225000,2001,Dizel,1550,1870,74,Nije registrovan,user,Manuelni 5 brzina,,Karavan
163000,2005,Dizel,2590,1461,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
140000,2002,Benzin + Gas (TNG),2250,1,79,07.2016.,user,Manuelni 5 brzina,,Limuzina
165000,2001,Dizel,1750,1870,59,Nije registrovan,user,Manuelni 5 brzina,,Limuzina
210000,2008,Dizel,3850,1500,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
147000,2004,Benzin,2890,1598,83,09.2016.,dealer,Manuelni 5 brzina,Štof,Karavan
135000,2009,Dizel,6000,1460,81,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
234100,2007,Dizel,3350,1461,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
187000,2005,Dizel,999999999,1489,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
229000,2004,Dizel,2850,1500,74,01.2017.,dealer,Manuelni 5 brzina,,Hečbek
107578,2003,Benzin,2450,1390,72,08.2017.,dealer,Manuelni 5 brzina,Štof,Limuzina
142000,2006,Dizel,3650,1461,77,Nije registrovan,dealer,Manuelni 6 brzina,,Hečbek
163000,2012,Dizel,999999999,1496,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
101000,2001,Benzin,2600,1598,79,Nije registrovan,dealer,Automatski,Velur,Hečbek
7000,2015,Dizel,12500,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Kombinovana koža,Karavan
179620,2006,Benzin + Gas (TNG),5390,1598,82,02.2017.,saloon,Manuelni 5 brzina,Štof,Kabriolet/Roadster
173000,2010,Dizel,5850,1461,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
181000,2005,Dizel,2600,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
137000,2014,Dizel,8800,1461,70,Nije registrovan,dealer,Manuelni 6 brzina,Kombinovana koža,Hečbek
145000,2004,Dizel,4390,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Kabriolet/Roadster
152312,2010,Dizel,6250,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
167969,2012,Dizel,7490,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
131076,2011,Dizel,6990,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
143000,2004,Dizel,3250,1461,74,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
270000,2003,Dizel,1800,1870,59,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
184000,2008,Dizel,999999999,1461,63,04.2017.,user,Manuelni 5 brzina,Štof,Hečbek
196000,2006,Dizel,3300,1900,95,Nije registrovan,user,Manuelni 6 brzina,Štof,Hečbek
266000,2003,Dizel,2000,1890,88,Nije registrovan,user,Manuelni 6 brzina,Velur,Hečbek
106000,2006,Dizel,5500,1500,78,10.2016.,user,Manuelni 6 brzina,,Kabriolet/Roadster
208000,2003,Benzin,2650,1600,83,06.2017.,user,Manuelni 5 brzina,Štof,Karavan
185000,2003,Dizel,2750,1500,62,03.2017.,user,Manuelni 5 brzina,Prirodna koža,Limuzina
186000,2004,Dizel,3250,1900,88,08.2017.,user,Manuelni 6 brzina,Kombinovana koža,Limuzina
174700,2004,Dizel,3850,1870,88,05.2017.,user,Manuelni 6 brzina,Štof,Kabriolet/Roadster
160000,2000,Dizel,1650,1870,72,09.2016.,user,Manuelni 5 brzina,,Kupe
191217,2007,Dizel,4000,1461,63,10.2016.,user,Manuelni 5 brzina,Štof,Limuzina
198255,2010,Dizel,5650,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
258000,2005,Dizel,1900,1500,78,02.2017.,user,Manuelni 6 brzina,Štof,Karavan
131000,2005,Benzin,3050,1598,83,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
181000,2002,Dizel,2000,1887,75,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
202000,2004,Dizel,2050,1900,74,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
204961,2007,Dizel,3300,1461,63,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
191500,2002,Benzin,1999,1786,85,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
194500,2007,Dizel,4999,1896,96,Nije registrovan,dealer,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
122423,2003,Benzin,2700,1400,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
185221,2004,Dizel,2699,1900,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
174000,2007,Dizel,4199,1498,78,Nije registrovan,saloon,Manuelni 6 brzina,Štof,Karavan
162000,2001,Dizel,999999999,1897,66,10.2015.,dealer,Manuelni 5 brzina,,Limuzina
239000,2004,Dizel,2990,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,,Limuzina
159738,2011,Dizel,6990,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Prirodna koža,Karavan
218000,2003,Dizel,2300,1900,88,10.2016.,user,Manuelni 6 brzina,Štof,Hečbek
180320,2009,Dizel,6800,1461,81,08.2017.,user,Manuelni 6 brzina,Štof,Kupe
23000,2001,Benzin,1950,1600,79,05.2017.,user,Manuelni 5 brzina,Štof,Karavan
190000,2005,Dizel,2999,1900,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
220000,2007,Dizel,2650,1900,96,08.2017.,user,Automatski,Štof,Karavan
190000,2003,Dizel,2800,1870,88,03.2017.,user,Manuelni 6 brzina,Kombinovana koža,Karavan
115000,2001,Benzin,2200,1400,70,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
151454,2006,Dizel,3450,1461,63,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
320335,1998,Dizel,700,1900,47,Nije registrovan,user,Manuelni 5 brzina,,Hečbek
200500,2001,Dizel,1900,1998,75,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
223000,2000,Benzin + Gas (TNG),2000,1600,79,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
175000,2004,Dizel,3100,1489,60,11.2016.,user,Manuelni 5 brzina,Štof,Karavan
201000,2001,Benzin,1750,1400,69,02.2017.,user,Manuelni 5 brzina,Kombinovana koža,Kupe
230000,2005,Dizel,2550,1900,88,02.2017.,user,Manuelni 6 brzina,,Hečbek
181000,2005,Benzin + Gas (TNG),3249,1598,83,05.2017.,user,Automatski,Štof,Karavan
204100,2003,Dizel,2450,1461,60,12.2016.,user,Manuelni 5 brzina,Prirodna koža,Hečbek
227000,2002,Dizel,1750,1876,75,01.2017.,user,Manuelni 5 brzina,Štof,Karavan
195500,2004,Dizel,3050,1910,88,11.2016.,user,Manuelni 6 brzina,Kombinovana koža,Limuzina
198790,2004,Benzin + Gas (TNG),3200,1600,86,Nije registrovan,user,Manuelni 5 brzina,Štof,Kabriolet/Roadster
225600,2005,Dizel,3400,1500,74,07.2017.,user,Manuelni 5 brzina,Štof,Karavan
143015,2010,Benzin,6000,1598,81,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
164980,2011,Dizel,6500,1500,81,03.2017.,user,Manuelni 6 brzina,Štof,Karavan
210000,2004,Dizel,2800,1980,88,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
284000,2000,Benzin,1700,1389,70,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
209000,2004,Dizel,2750,1900,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
242424,2002,Benzin + Gas (TNG),2000,1596,79,12.2016.,user,Automatski,Štof,Karavan
257000,2002,Benzin,2550,1588,82,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
142200,2003,Benzin + Gas (TNG),2750,1598,84,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
191140,2002,Benzin,1800,1598,79,06.2016.,user,Manuelni 5 brzina,Štof,Hečbek
230000,2004,Dizel,2750,1461,74,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
149000,2006,Dizel,5250,1500,78,12.2016.,user,Manuelni 6 brzina,Štof,Kabriolet/Roadster
176000,2007,Benzin + Gas (TNG),3600,1598,75,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
188000,2003,Dizel,2300,1900,88,10.2016.,user,Manuelni 6 brzina,Drugi,Hečbek
50000,2009,Benzin,7200,1600,81,10.2016.,dealer,Manuelni 5 brzina,,Hečbek
169000,2005,Dizel,2750,1468,60,Nije registrovan,dealer,Manuelni 5 brzina,,Karavan
190000,2003,Dizel,2800,1461,60,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
170000,2004,Dizel,2350,1896,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
161000,2007,Benzin + Gas (TNG),3990,1598,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
198000,2001,Dizel,1990,1890,59,07.2016.,dealer,Manuelni 5 brzina,Štof,Limuzina
174000,2004,Dizel,2390,1461,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
180000,2004,Dizel,4499,1870,88,05.2017.,dealer,Manuelni 6 brzina,Štof,Kabriolet/Roadster
120000,2004,Dizel,3150,1500,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
112000,2002,Benzin,1699,1576,79,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
44100,2009,Benzin,10500,1390,96,01.2017.,saloon,Manuelni 6 brzina,Kombinovana koža,Hečbek
154080,2002,Benzin,1890,1753,85,06.2016.,dealer,Manuelni 5 brzina,Štof,Karavan
160909,2006,Dizel,3999,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
178000,2004,Dizel,2900,1500,60,Nije registrovan,dealer,Manuelni 5 brzina,,Hečbek
173000,2005,Benzin,3600,1598,82,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
129793,2004,Dizel,3499,1870,88,Nije registrovan,dealer,Manuelni 5 brzina,,Limuzina
150000,2003,Dizel,1700,1870,59,Nije registrovan,dealer,Manuelni 5 brzina,Prirodna koža,Karavan
186000,2005,Dizel,3000,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
198000,2004,Dizel,2999,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
169000,2007,Dizel,3999,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
264374,2003,Dizel,2000,1461,60,08.2016.,user,Manuelni 5 brzina,Štof,Limuzina
190000,2004,Dizel,2250,1500,73,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
430000,2001,Metan CNG,1100,1600,79,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
141000,2010,Dizel,6890,1870,96,03.2017.,user,Manuelni 6 brzina,Štof,Karavan
167500,2004,Dizel,5500,1870,88,09.2016.,user,Manuelni 6 brzina,Kombinovana koža,Kabriolet/Roadster
190000,2004,Benzin + Gas (TNG),3200,1598,83,03.2017.,user,Manuelni 5 brzina,Kombinovana koža,Hečbek
220000,2004,Dizel,3300,1500,60,04.2017.,user,Manuelni 5 brzina,Štof,Hečbek
84957,2006,Benzin,3100,1600,82,11.2016.,user,Manuelni 5 brzina,Štof,Hečbek
200000,2004,Dizel,2300,1500,60,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
195000,2003,Dizel,2499,1500,60,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
154447,2006,Dizel,3650,1500,78,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
180000,2004,Benzin + Gas (TNG),3200,1600,83,01.2017.,user,Manuelni 5 brzina,,Karavan
168000,2006,Benzin,3300,1598,83,06.2017.,user,Manuelni 5 brzina,Štof,Karavan
189907,1998,Benzin + Gas (TNG),1320,1390,51,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
185630,2003,Benzin,2350,1396,70,12.2016.,user,Manuelni 5 brzina,Drugi,Kupe
154000,2007,Dizel,2900,1500,74,02.2017.,user,Manuelni 5 brzina,Štof,Limuzina
179857,2009,Dizel,6800,1900,96,04.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
280000,2002,Dizel,2200,1900,60,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
0,2003,Benzin + Gas (TNG),2600,1600,79,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
255000,2002,Dizel,1450,1870,59,05.2017.,user,Manuelni 5 brzina,Štof,Karavan
168191,2003,Dizel,2400,1462,58,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
133000,2011,Dizel,6250,1461,81,09.2016.,user,Manuelni 6 brzina,Štof,Hečbek
195400,2003,Dizel,2900,1500,60,09.2016.,user,Manuelni 5 brzina,Štof,Limuzina
202000,2005,Dizel,2950,1500,74,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
223000,2006,Dizel,3200,1870,81,04.2016.,user,Manuelni 6 brzina,Štof,Karavan
142000,2004,Dizel,3950,1461,60,04.2016.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
172000,2010,Dizel,5990,1870,96,07.2016.,dealer,Manuelni 6 brzina,,Karavan
175000,2004,Dizel,2490,1500,74,05.2017.,user,Manuelni 5 brzina,,Hečbek
198000,1997,Dizel,600,1870,72,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
200000,1997,Dizel,1350,1900,47,08.2016.,user,Manuelni 5 brzina,,Hečbek
157000,2004,Benzin,3090,1597,83,07.2017.,user,Manuelni 5 brzina,,Karavan
215662,2005,Dizel,3800,1461,74,08.2016.,user,Manuelni 5 brzina,Štof,Hečbek
172000,2004,Dizel,3300,1897,88,07.2017.,user,Manuelni 6 brzina,Kombinovana koža,Kupe
210000,2008,Dizel,4500,1500,78,05.2017.,user,Manuelni 6 brzina,Štof,Karavan
180000,2009,Dizel,6100,1500,63,04.2017.,user,Manuelni 5 brzina,Drugi,Limuzina
240000,2002,Benzin + Gas (TNG),2600,1600,83,11.2015.,user,Manuelni 5 brzina,Prirodna koža,Limuzina
230000,2004,Dizel,2750,1900,88,07.2017.,user,Manuelni 6 brzina,Štof,Limuzina
240000,2004,Dizel,2900,1500,61,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
230000,2005,Dizel,2790,1461,60,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
175000,2003,Dizel,2600,1900,88,07.2016.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
106000,2006,Benzin,5499,1986,120,01.2017.,user,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
200000,2002,Benzin + Gas (TNG),2400,1800,85,01.2017.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
213000,2003,Dizel,2400,1900,85,10.2016.,user,Manuelni 5 brzina,,Limuzina
183500,2004,Dizel,2900,1461,74,07.2016.,user,Manuelni 5 brzina,Štof,Hečbek
207000,2004,Dizel,2700,1870,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
188000,2003,Dizel,3450,1900,88,04.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
194135,2004,Dizel,3350,1500,74,02.2017.,user,Manuelni 5 brzina,Štof,Hečbek
160000,2002,Benzin,2000,1600,74,01.2017.,user,Automatski,Kombinovana koža,Limuzina
175500,2006,Dizel,5300,1461,78,03.2017.,user,Manuelni 6 brzina,Drugi,Kabriolet/Roadster
204632,1996,Benzin,1400,1600,55,07.2017.,user,Manuelni 5 brzina,Velur,Limuzina
290000,2004,Dizel,2100,1900,88,07.2017.,user,Manuelni 6 brzina,Štof,Karavan
171955,2007,Dizel,5000,1870,96,,user,Manuelni 6 brzina,Štof,Limuzina
234000,2008,Dizel,4500,1870,96,04.2017.,user,Manuelni 6 brzina,Štof,Hečbek
181150,2005,Dizel,3000,1870,85,04.2017.,user,Manuelni 6 brzina,Štof,Hečbek
280000,1998,Dizel,900,1896,48,11.2016.,user,Manuelni 5 brzina,,Hečbek
182178,2005,Dizel,3600,2,63,07.2016.,user,Manuelni 5 brzina,Štof,Karavan
263600,2005,Benzin + Gas (TNG),3050,1598,83,01.2016.,user,Manuelni 5 brzina,Štof,Karavan
100000,2002,Benzin,2100,1600,75,04.2016.,user,Manuelni 5 brzina,Štof,Karavan
173000,2011,Dizel,5850,1500,80,12.2016.,user,Manuelni 6 brzina,Štof,Hečbek
214000,2004,Dizel,2200,1900,88,10.2016.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
164000,2007,Dizel,4100,1500,63,11.2016.,user,Manuelni 5 brzina,,Karavan
170000,2002,Benzin,1900,1598,79,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
142000,2001,Benzin,2000,1600,78,11.2016.,user,Manuelni 5 brzina,,Limuzina
200000,2005,Dizel,2950,1500,60,02.2017.,user,Manuelni 5 brzina,Štof,Limuzina
190000,2002,Benzin,1550,140,74,02.2017.,user,Manuelni 5 brzina,Štof,Kupe
161000,2008,Dizel,3750,1500,105,08.2017.,user,Manuelni 6 brzina,Štof,Karavan
247100,2008,Dizel,4500,1890,96,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
227000,1998,Benzin + Gas (TNG),1100,1598,66,12.2016.,user,Manuelni 5 brzina,Štof,Kupe
152250,2001,Dizel,1550,1897,59,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
215000,2002,Dizel,2050,1500,60,06.2017.,user,Manuelni 5 brzina,,Hečbek
214469,2002,Benzin,2000,1600,79,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
152376,2008,Dizel,5350,1461,63,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
217510,2002,Dizel,1150,1900,75,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
178000,2008,Benzin + Gas (TNG),4050,1598,75,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
206000,2007,Dizel,3599,1461,78,08.2017.,user,Manuelni 6 brzina,Štof,Karavan
200000,2003,Dizel,2650,1500,61,08.2016.,user,Manuelni 5 brzina,Štof,Hečbek
186320,2004,Dizel,3000,1460,59,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
198000,2004,Dizel,2550,1900,88,08.2016.,user,Manuelni 6 brzina,Štof,Hečbek
192300,2004,Benzin + Gas (TNG),2850,1580,83,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
160000,2009,Dizel,7700,1900,96,11.2016.,user,Manuelni 6 brzina,Prirodna koža,Limuzina
243000,2002,Dizel,2000,1900,66,03.2017.,user,Manuelni 5 brzina,Štof,Limuzina
210000,2001,Dizel,2100,1900,75,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
180000,2004,Dizel,2700,1890,88,12.2016.,user,Manuelni 5 brzina,,Karavan
180000,2002,Benzin,1650,1598,79,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
250000,2007,Dizel,2800,1900,96,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
253000,2002,Dizel,1750,1870,55,04.2017.,user,Manuelni 5 brzina,Štof,Kupe
188000,2003,Dizel,2500,1461,44,02.2017.,user,Manuelni 5 brzina,Drugi,Limuzina
113000,2003,Dizel,2700,1870,88,11.2016.,user,Manuelni 6 brzina,Štof,Hečbek
181000,2006,Benzin + Gas (TNG),3100,1390,72,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
127369,2002,Benzin,2300,1398,55,04.2017.,user,Manuelni 5 brzina,Štof,Hečbek
150000,2001,Benzin,1800,1998,108,10.2016.,user,Manuelni 5 brzina,Štof,Kupe
283082,2002,Dizel,1750,1870,75,Nije registrovan,user,Manuelni 5 brzina,,Karavan
206000,2007,Dizel,6500,1870,96,12.2016.,user,Automatski,Štof,Kabriolet/Roadster
152350,2006,Dizel,3950,1500,77,Nije registrovan,user,Manuelni 6 brzina,Štof,Hečbek
168000,2008,Dizel,4599,1461,63,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
175000,2006,Dizel,2950,1900,81,11.2016.,user,Manuelni 6 brzina,Drugi,Karavan
247000,2005,Dizel,2600,1461,60,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
103000,2011,Dizel,6950,1461,66,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
182000,2001,Benzin,1650,1600,77,10.2016.,user,Manuelni 5 brzina,Štof,Limuzina
210500,2000,Benzin,1900,1598,78,07.2017.,user,Manuelni 5 brzina,Štof,Karavan
169000,2004,Benzin,3000,1600,83,07.2017.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
165000,2007,Benzin,3850,1996,98,10.2016.,user,Manuelni 6 brzina,Štof,Hečbek
230000,2003,Dizel,1700,1900,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Hečbek
180000,2001,Benzin,760,1998,1,02.2017.,user,Poluautomatski,Velur,Limuzina
