88,171080,2004,1,0,2
70,175000,2002,0,0,2
120,177286,2006,1,0,0
96,145000,2008,1,1,2
88,149000,2003,1,0,1
88,158000,2004,0,0,2
1,165000,2004,1,0,1
66,154375,2010,0,0,2
88,217045,2003,0,0,0
75,147299,2002,0,0,2
83,176170,2003,0,0,1
74,150000,2004,1,0,0
70,140521,2001,0,0,0
88,145000,2004,0,0,2
68,151787,2012,1,0,1
74,163427,2004,1,0,0
60,204000,2003,1,0,1
63,274000,2006,0,0,3
63,285000,2008,0,0,3
58,206000,2003,0,0,0
60,210000,2003,0,0,0
63,150000,2010,1,0,2
66,129000,2012,0,0,1
63,124000,2010,0,0,2
73,219968,2005,0,0,2
74,44500,2011,0,0,1
88,181600,2003,1,0,1
88,261000,2003,1,0,0
90,168000,2004,1,0,2
60,130000,2004,0,0,1
88,163540,2004,1,0,2
78,122569,2006,0,0,1
88,146000,2008,1,0,1
80,120000,2010,0,0,1
60,165000,2004,1,0,1
88,159862,2006,1,0,1
88,169000,2005,1,0,1
74,205000,2005,1,0,1
83,230400,2003,1,0,3
63,206750,2008,0,0,0
66,252352,1997,1,0,0
60,171601,2005,1,0,1
83,197000,2003,1,0,1
83,143000,2003,1,0,1
59,200000,2002,0,0,2
79,189000,2001,0,0,3
74,183020,2004,0,0,0
88,180500,2004,1,0,1
75,191100,2001,0,0,2
75,280000,1996,1,0,0
83,152000,2004,0,0,0
60,219000,2004,0,0,1
74,221000,2003,0,0,1
88,219500,2004,0,0,2
96,172000,2008,1,0,2
88,170000,2003,0,0,2
88,118000,2005,1,0,2
66,173000,1998,0,0,3
66,127000,2011,0,0,1
88,155650,2003,1,0,0
59,194000,2003,0,0,0
96,182000,2007,1,0,2
88,243000,2003,1,0,1
96,172000,2010,0,0,1
71,204000,2002,0,0,1
66,110000,2010,0,0,2
96,143217,2006,0,0,2
63,192000,2005,0,0,1
78,151000,2007,0,0,0
96,169130,2007,0,0,0
108,106000,1996,0,0,3
74,231000,2005,0,0,1
75,220000,2002,0,0,2
60,240000,2003,0,0,1
88,185000,2005,0,0,2
60,310000,2004,0,0,2
78,147883,2006,0,0,1
72,500000,1997,0,0,0
59,214000,2001,1,0,1
83,138000,2004,1,0,2
70,170000,2002,0,0,0
88,195000,2004,0,0,2
80,240000,1998,0,0,3
88,127548,2003,1,0,1
78,145000,2006,1,0,1
96,135000,2010,1,0,2
63,169000,2008,1,0,2
88,156000,2004,1,0,2
88,147695,2004,1,0,2
75,172775,2001,0,0,2
96,180,2006,0,0,2
88,240000,2004,1,0,0
88,145000,2004,1,0,1
60,219000,2005,1,0,0
63,240000,2005,0,0,1
66,155388,2011,0,0,2
63,163214,2006,1,0,2
88,140899,2004,1,0,0
889,146243,2004,1,0,2
96,224000,2010,0,0,2
77,161000,2005,0,0,1
81,146000,2011,1,0,2
84,219000,2004,0,0,1
60,216200,2003,0,0,0
83,163000,2003,0,0,0
63,233000,2006,0,0,1
77,40000,2012,0,0,1
96,180000,2006,0,0,1
74,165000,2002,1,0,0
74,173000,2005,1,0,1
88,142800,2004,1,0,1
66,133400,2012,0,0,2
70,160000,2002,0,0,2
59,190000,2003,1,0,0
59,250100,2002,0,0,2
88,184520,2003,1,0,1
88,185000,2004,0,0,0
74,117000,2010,0,0,1
43,183500,2002,0,0,0
75,157000,2002,0,0,2
88,189700,2004,0,0,1
88,213000,2003,1,0,0
88,140000,2003,1,0,1
83,187000,2003,0,0,0
78,166156,2006,1,0,1
77,134113,2002,0,0,1
88,215000,2003,0,0,2
60,200000,2004,0,0,1
88,187000,2003,1,0,1
60,250000,2005,1,0,3
88,169000,2004,0,0,3
59,180000,2001,0,0,2
75,150000,2002,1,0,2
63,153000,2007,1,0,0
79,255000,2002,0,0,1
48,200000,1998,0,0,1
88,186000,2004,0,0,2
88,150000,2004,0,0,2
55,190000,2003,1,0,1
88,175000,2003,1,0,1
74,121000,2005,0,0,2
85,160000,2007,1,0,2
60,224890,2003,1,0,0
74,163400,2004,0,0,1
81,46699,2010,0,0,1
60,222000,2004,0,0,1
79,168000,2002,0,0,2
81,67000,2011,1,0,0
63,180000,2007,0,0,1
47,210000,1999,1,0,1
70,187000,2001,1,0,1
60,193600,2004,0,0,1
55,200000,1998,0,0,0
60,221000,2003,0,0,1
83,200000,2003,1,0,0
70,192000,2000,0,0,2
75,205000,2002,0,0,0
75,270000,2001,0,0,1
79,217300,2002,0,0,1
85,255000,2001,0,0,2
66,133000,2011,0,0,0
83,130532,2002,0,0,0
78,151200,2005,1,0,1
96,152000,2010,0,0,2
88,115215,2003,0,0,1
79,202321,2002,0,0,2
78,199000,2006,0,0,2
83,150323,2004,1,0,2
66,35826,2013,0,0,1
88,175048,2003,1,0,0
88,201000,2007,0,0,2
63,156000,2002,0,0,1
88,163000,2005,1,0,2
74,25000,2012,0,0,1
80,183000,2002,0,0,0
60,243570,2003,0,0,1
88,162980,2005,0,0,2
88,137435,2004,1,0,2
81,122000,2012,0,0,2
83,140344,2003,0,0,0
96,177710,2008,0,0,2
47,160000,2000,0,0,1
77,160400,2003,0,0,2
79,189000,2002,0,0,2
108,174000,1995,0,0,3
80,195000,2005,1,0,1
96,226000,2007,1,0,2
70,125000,2001,0,0,1
75,183000,2002,0,0,2
55,233000,1996,1,0,1
99,141222,2004,1,0,1
63,280000,2004,0,0,1
85,223000,2002,0,0,3
78,132000,2009,0,0,0
55,210000,2001,0,0,2
81,206211,2010,1,0,1
88,228000,2003,0,0,1
63,191917,2008,0,0,2
63,315840,2007,0,0,0
60,230000,2005,0,0,1
76,130000,2008,0,0,2
88,194000,2004,1,0,2
59,300000,2002,0,0,2
83,120000,2002,0,0,1
88,292000,2004,0,0,2
88,164000,2004,0,0,0
78,210000,2006,1,0,1
96,130000,2006,1,1,2
78,205000,2006,0,0,2
78,156000,2007,0,0,1
75,149000,2002,0,0,2
72,168000,2004,0,0,1
88,212000,2003,0,0,1
63,243000,2006,0,0,1
47,200000,1997,1,0,0
63,176000,2010,0,0,0
66,135000,2009,0,0,1
66,247000,1997,0,0,3
63,167000,2010,0,0,1
81,158182,2012,0,0,2
66,207513,2011,0,0,1
66,152000,2011,0,0,1
66,160000,2012,0,0,1
96,181378,2006,1,0,0
60,159000,2005,0,0,2
68,156000,2012,0,0,2
85,170370,2012,0,0,1
60,149000,2002,1,0,1
66,122423,2003,0,0,1
83,131000,2005,0,0,0
60,171000,2004,0,0,1
60,181472,2005,1,0,1
79,199000,2003,0,0,2
88,145000,2004,1,0,2
81,162087,2010,0,0,1
76,161000,2007,1,0,2
60,270000,2003,0,0,1
70,185659,2001,0,0,2
88,212700,2003,1,0,1
55,256224,1997,1,0,0
86,170000,2004,0,0,0
81,159000,2011,0,0,2
83,200149,2003,1,0,0
70,210750,2001,0,0,1
88,224500,2004,1,0,1
70,136676,2002,0,0,1
96,202000,2008,1,0,2
88,186000,2003,1,0,0
66,180000,1998,0,0,3
60,200000,2003,0,0,1
60,202000,2003,0,0,0
83,97037,2003,1,0,1
88,115000,2005,1,0,0
74,168000,2004,1,0,0
88,153500,2007,1,0,2
83,140000,2003,0,0,1
78,170000,2007,0,0,2
63,184000,2010,1,0,2
70,288000,2002,0,0,2
78,157000,2008,0,0,1
78,146000,2005,0,0,0
63,204000,2008,1,0,1
79,180000,2001,0,0,0
70,140400,2003,0,0,2
1,1,2006,1,0,2
85,1,2015,0,0,1
63,155555,2006,0,0,1
81,67500,2010,0,0,1
60,262000,2005,0,0,1
88,1,2004,0,0,2
88,156000,2004,0,0,0
88,268000,2003,1,0,1
81,210860,2010,1,0,2
88,210000,2005,0,0,2
75,260400,2002,0,0,1
100,220300,2004,1,0,1
81,48000,2009,1,0,1
80,128000,2001,0,0,1
66,149000,2012,0,0,0
77,185000,2001,0,0,1
63,170000,2005,0,0,2
88,158100,2003,1,0,0
63,182480,2007,0,0,2
60,190144,2004,0,0,0
75,220000,2001,1,0,1
66,180000,2003,0,0,1
66,196672,2011,0,0,2
74,210000,2011,0,0,1
81,113000,2010,0,0,1
77,144000,2008,1,0,3
63,169000,2007,0,0,0
88,123300,2002,1,0,1
60,206000,2003,0,0,0
88,210000,2005,0,0,2
59,250000,2002,0,0,2
88,195752,2005,1,0,0
88,211000,2004,0,0,1
88,164800,2004,0,0,2
75,193000,2002,0,0,2
75,236000,2002,0,0,2
96,249000,2007,0,0,2
96,203000,2007,1,1,2
88,198000,2005,0,0,2
88,167000,2003,0,0,0
60,210000,2003,0,0,1
74,121000,2006,0,0,1
66,210000,2002,0,0,1
61,236000,2005,0,0,1
60,164196,2003,1,0,1
88,175000,2004,0,0,2
88,206000,2003,1,0,1
83,164509,2004,0,1,2
60,140000,2004,1,0,1
88,285000,2003,1,0,1
60,199000,2002,0,0,1
165,181000,2004,1,0,1
60,175812,2003,0,0,0
79,223450,2002,0,0,1
63,170000,2004,1,0,2
66,160000,1997,1,0,3
85,178000,2001,1,0,2
75,187000,2002,0,0,3
47,400000,1998,1,0,1
96,190000,2006,1,0,1
66,207000,1997,0,0,3
66,209844,2010,0,0,2
60,170000,2003,0,0,2
88,142000,2004,1,0,2
83,167000,2003,1,0,1
77,157000,2006,1,0,1
60,230000,2003,0,0,1
66,278000,1997,1,0,0
88,171000,2003,1,0,0
77,185000,2006,1,0,1
78,130000,2008,1,0,0
60,295200,2003,0,0,1
75,180000,2003,0,0,2
88,220000,2004,1,0,1
60,182000,2004,1,0,1
62,180000,2005,0,0,2
66,141000,2012,0,0,0
88,180000,2003,1,0,1
96,87000,2010,1,0,2
63,153000,2010,0,0,0
81,192148,2010,0,0,2
60,155160,2003,0,0,1
88,132407,2004,0,0,0
66,182000,2011,0,0,1
102,81000,2001,0,0,1
82,79700,2007,1,0,1
79,182419,2001,0,1,1
83,12000,2003,1,0,2
88,132000,2004,1,0,2
96,246185,2002,0,0,1
79,190000,2001,0,0,2
75,145000,2002,0,0,2
88,250000,2004,1,0,2
63,121000,2009,0,0,1
55,280000,1996,1,0,1
88,250000,2005,1,0,2
60,205000,2004,0,0,1
47,200000,1998,0,0,0
88,230000,2003,1,0,2
88,185221,2004,1,0,2
88,252000,2004,0,0,0
66,207000,2010,0,0,2
68,92162,2012,0,0,0
83,153000,2004,0,0,1
74,171544,2004,1,0,1
88,220123,2004,0,0,0
74,202000,2005,0,0,1
74,193924,2004,0,0,0
59,290000,2003,0,0,2
70,210000,2001,0,0,1
75,179000,2002,0,0,2
81,46699,2011,0,0,1
88,180000,2003,0,0,1
74,172000,2005,0,0,0
88,196000,2005,1,0,0
60,186000,2005,0,0,1
63,150257,2010,0,0,2
63,184000,2006,1,0,1
66,159000,2012,0,0,0
88,187900,2004,1,0,2
110,131825,2010,1,1,2
75,192000,2002,0,0,2
75,153000,2004,1,0,0
88,178053,2004,0,0,1
81,192740,2012,1,0,1
81,71000,2010,1,0,1
88,181000,2004,1,0,2
88,244008,2003,1,0,1
75,183654,2002,0,0,2
83,181000,2002,0,0,1
96,170000,2009,1,0,1
60,170000,2003,0,0,1
70,250000,2001,0,0,3
66,225000,1998,1,0,1
88,220000,2003,1,0,0
63,233000,2008,0,0,0
78,164348,2009,1,0,0
88,164000,2003,1,0,1
83,167000,2003,0,0,1
66,160000,2011,0,0,1
59,260000,2002,0,0,2
63,138245,2007,0,0,1
88,178000,2003,0,0,1
88,183000,2005,1,0,2
88,204000,2003,0,0,1
78,230000,2007,0,0,2
72,225000,2003,0,0,1
74,167450,2004,0,0,1
63,191000,2006,1,0,1
44,183639,2003,1,0,1
79,141420,2001,0,0,1
60,169000,2004,0,0,0
78,216000,2006,0,1,2
79,202000,2002,0,0,2
88,200000,2004,1,0,2
79,185000,2002,0,0,2
79,200000,2003,0,0,2
74,228786,2004,0,0,1
88,170700,2003,1,0,1
48,271000,1998,0,0,1
79,215000,2002,0,0,2
60,103000,2003,0,0,1
60,280000,2004,0,0,1
72,178000,2003,0,0,1
66,195000,1997,1,0,3
79,196000,2003,0,0,2
88,164578,2005,1,0,2
83,185000,2005,0,0,1
99,132000,2005,1,1,1
63,191000,2006,1,0,0
79,143000,2001,0,0,0
83,125000,2005,1,0,1
59,120000,2001,0,0,2
132,78000,2009,1,0,3
88,250000,2004,0,0,2
63,178000,2008,0,0,0
74,191944,2004,1,0,1
88,213150,2004,0,0,0
59,205000,2001,0,0,0
66,134000,2011,0,0,1
72,72000,2007,0,0,0
96,145000,2007,1,0,0
96,177000,2010,1,0,2
99,155000,2005,1,0,2
88,189000,2004,1,0,2
81,55000,2009,1,0,2
79,190027,2002,0,0,1
74,206043,2004,1,0,0
75,192500,2001,1,0,0
75,147843,2001,0,0,1
88,194000,2004,0,0,2
96,131000,2007,1,1,1
88,242000,2004,0,0,1
78,148000,2007,0,0,1
53,109000,2008,0,0,2
70,94000,2001,1,0,2
75,190000,2002,0,0,2
67,211,2003,0,0,2
63,134500,2010,0,0,1
63,70000,2006,0,0,2
74,135610,2005,0,0,2
75,120000,2001,0,0,0
63,180000,2008,0,0,0
74,154523,2004,1,0,2
88,180702,2004,1,0,2
63,154900,2010,0,0,1
63,157000,2007,1,0,0
75,149000,2003,0,0,2
96,196082,2005,0,0,1
60,258670,2005,0,0,2
74,151236,2006,0,0,1
78,161000,2010,1,0,2
88,137000,2003,1,0,2
64,181000,2005,0,0,2
60,160585,2004,0,0,1
79,196000,2002,0,0,2
64,240000,2006,0,0,2
74,227090,2005,0,0,1
47,230000,1999,1,0,1
75,200000,2002,0,0,3
47,166000,1998,1,0,0
87,223241,1998,0,0,1
63,259438,2009,0,0,2
59,212000,2002,0,0,1
75,198000,2002,0,0,2
78,210000,2002,0,0,3
88,250000,2004,0,0,1
96,186224,2008,1,0,2
66,300000,1997,1,0,0
75,160000,2001,1,0,2
66,140000,2010,0,0,2
83,157300,2005,0,0,2
82,135826,2006,1,0,1
79,240000,1999,0,0,1
79,221000,2001,0,1,2
83,180000,2005,0,0,2
88,203800,2005,1,0,2
96,189000,2012,0,0,2
74,175765,2004,1,0,0
88,128000,2004,1,0,0
63,153000,2010,0,0,1
81,44000,2010,1,0,3
60,189000,2005,1,0,1
88,188000,2005,1,0,2
80,85000,2007,1,0,1
66,92000,2011,0,0,2
78,207325,2010,1,0,2
81,180585,2010,1,1,2
66,163806,2011,0,0,2
81,201000,2002,0,0,2
96,180000,2008,1,1,2
59,137000,2002,1,0,2
57,230000,1999,0,0,0
118,29000,2012,1,0,1
63,151951,2010,0,0,1
63,151000,2011,0,0,1
79,210000,2002,0,0,0
70,216530,2002,0,0,2
103,165825,2001,0,0,3
60,233253,2005,0,0,1
70,190000,2005,1,1,2
88,166000,2003,1,0,0
75,320000,2001,0,0,2
72,139300,2003,1,0,1
63,158000,2010,0,0,1
73,123000,2005,1,0,1
60,169000,2004,0,0,0
74,128203,2009,0,0,1
66,183800,2010,0,0,2
83,225663,2003,0,1,2
88,160000,2004,0,0,0
88,131780,2004,0,0,0
60,198000,2005,0,0,1
83,171000,2005,1,0,2
63,129000,2009,0,0,1
63,191000,2006,0,0,2
63,167000,2010,0,0,1
75,190000,2001,0,0,2
63,150000,2006,0,0,1
88,103000,2003,1,0,1
88,174700,2004,1,0,1
88,163215,2003,1,0,1
60,128000,2003,0,0,1
79,179130,2002,0,0,3
88,179852,2003,1,0,1
60,195000,2004,0,0,0
88,295000,2004,0,0,2
66,200000,2004,0,0,1
63,178000,2008,0,0,1
60,152219,2003,0,0,0
66,164000,2012,1,0,2
83,263000,2003,1,0,1
75,205000,2001,0,0,3
75,182000,2003,1,0,1
88,176000,2005,1,0,1
80,106000,2010,1,0,2
79,242000,2001,0,0,3
60,248528,2003,0,0,1
88,215000,2005,0,0,2
88,184000,2005,0,0,1
66,207000,1997,0,0,0
88,164000,2005,1,0,0
60,180000,2003,1,0,1
60,200000,2005,0,0,1
88,210000,2004,1,0,2
59,160000,2001,0,0,2
88,186936,2004,1,0,2
88,184000,2004,1,0,2
78,232734,2007,0,0,2
60,159306,2004,0,0,0
88,184000,2005,0,0,2
72,214000,2003,1,0,1
96,176000,2011,1,0,2
88,173000,2005,1,0,2
83,230000,2003,1,0,2
79,201650,2003,0,0,1
82,149500,2004,0,0,2
96,204000,2006,0,1,2
70,180000,2002,0,0,2
83,176000,2002,0,0,3
108,150000,1996,1,0,3
83,240000,2002,0,0,0
60,210000,2004,0,0,0
63,146000,2005,0,0,1
88,230000,2003,1,0,1
59,175000,2001,0,0,2
87,210000,2003,1,0,0
76,205000,2001,0,0,2
88,187000,2004,1,0,0
79,127000,2010,0,0,1
75,180000,2002,0,0,0
75,199258,2002,0,0,2
75,123777,2001,0,0,2
74,146000,2004,0,0,2
66,164248,2013,0,0,0
81,52000,2010,1,0,3
65,183000,2001,0,0,2
88,180000,2004,0,0,2
88,136000,2004,1,0,2
88,203000,2003,0,0,1
74,183179,2004,1,0,2
74,149000,2004,0,0,1
78,175000,2008,0,0,0
75,200000,2003,0,0,2
78,195467,2005,0,0,1
88,212328,2005,1,0,0
83,168000,2005,0,0,0
74,155000,2004,0,0,1
66,181000,2011,0,0,1
88,168494,2004,1,0,2
66,122434,2010,0,0,2
118,142432,2010,1,0,3
60,225000,2004,0,0,3
70,150000,2001,0,0,1
60,258000,2004,0,0,2
60,248000,2005,0,0,0
66,250000,1997,1,0,3
96,182000,2007,1,0,2
74,220000,2004,0,0,2
96,233012,2006,0,0,2
87,219000,2004,0,0,2
66,172000,2002,0,0,2
88,157000,2005,1,0,2
96,90000,2009,1,0,1
88,215000,2005,0,0,2
74,204000,2002,1,0,3
55,230000,2001,0,0,0
60,219000,2003,0,0,1
96,175000,2006,1,0,2
70,135000,2002,0,0,2
81,114000,2012,1,0,3
88,133000,2004,0,0,1
62,145000,2003,1,0,1
85,162836,2005,1,0,0
78,189770,2007,1,0,0
75,136000,2002,0,0,2
78,163000,2007,0,0,1
82,260000,2005,0,0,2
74,144000,2005,0,0,2
79,212000,2002,0,0,0
81,144000,2012,0,0,0
60,191048,2003,1,0,0
83,147749,2005,0,0,1
60,185200,2004,0,0,2
83,124491,2003,1,0,1
83,178908,2004,0,0,1
60,210000,2004,0,0,3
59,145665,2002,0,0,1
96,164000,2009,0,0,2
63,141000,2007,0,0,1
81,140440,2013,1,1,2
66,207017,2003,0,0,1
88,1,2003,0,0,1
79,185300,2000,0,0,3
74,169000,2005,0,0,0
74,151151,2004,0,0,2
88,189000,2004,1,0,2
60,177470,2004,1,0,1
107,140000,2001,0,0,1
66,265240,1996,1,0,1
60,175200,2005,0,0,1
70,248000,2003,1,0,2
88,220000,2004,0,0,2
60,276000,2003,0,0,0
74,149000,2005,0,0,2
60,216000,2003,1,0,1
88,224000,2003,0,0,1
88,180000,2003,1,0,1
83,182000,2003,1,0,1
76,190000,2001,0,0,1
74,150000,2002,0,1,2
73,230000,2002,1,0,2
110,130800,2006,1,0,1
63,181000,2005,0,0,1
96,147812,2011,1,0,2
85,176000,2002,0,0,0
75,206000,2002,0,0,0
63,123000,2008,0,0,0
96,184000,2006,0,0,2
72,172000,2004,0,0,0
79,0,2001,1,0,0
60,215000,2004,1,0,2
78,132500,2008,1,0,0
55,300000,2001,0,0,3
79,144000,2002,0,0,1
81,145000,2009,0,0,0
79,173000,2000,0,0,0
74,174000,2005,1,0,2
79,237000,2003,0,0,2
63,180000,2005,0,0,1
63,236000,2003,0,0,1
63,251000,2006,0,0,1
79,110977,2002,0,0,2
95,1,2003,1,0,1
96,158750,2005,1,0,1
66,250000,1997,1,0,3
74,163000,2005,1,0,2
88,133000,2003,1,0,0
84,146000,1999,0,1,0
79,178000,2003,0,0,2
60,160000,2005,0,0,2
78,160000,2006,0,0,1
59,210000,2000,0,0,2
77,239000,2003,0,0,1
77,154000,2009,1,0,1
79,184000,2002,0,0,3
96,188000,2006,0,0,2
66,103000,2009,0,0,1
79,230000,2000,0,0,0
110,213000,2007,1,0,2
75,176000,2002,0,0,1
103,123000,2002,0,0,1
78,200000,2008,0,0,2
63,162080,2006,0,0,1
79,186000,2001,0,0,2
72,172168,2004,0,0,0
81,191200,2006,1,0,1
63,183000,2007,0,0,0
78,161000,2010,1,0,2
79,138000,2002,0,0,1
88,152000,2005,1,0,1
79,194800,2002,0,0,2
75,223000,2001,1,0,1
79,160,2001,0,0,1
77,212000,2006,0,0,2
85,131000,2003,1,0,0
74,162000,2004,0,0,1
88,220000,2004,1,0,2
96,207000,2010,0,0,2
47,249000,1998,0,0,1
78,200000,2011,1,0,2
88,160000,2003,1,0,0
60,176000,2003,0,0,1
63,300000,2008,0,0,0
60,219861,2003,1,0,1
79,213000,2001,0,0,1
75,184000,2001,0,0,1
63,178000,2006,0,0,1
60,172227,2003,1,0,1
60,214000,2005,0,0,1
81,69000,2010,1,0,3
96,50000,2010,1,0,3
74,175000,2005,1,1,0
88,185000,2003,0,0,0
70,210000,2001,0,0,1
86,51000,2009,1,0,3
59,250000,2002,0,0,2
74,98500,2009,1,0,1
85,165000,2004,0,0,2
78,171717,2009,0,0,1
55,188250,1997,1,0,0
60,195478,2003,0,0,1
61,166800,2005,1,0,0
100,236000,1999,0,0,1
60,193000,2004,0,0,2
60,135000,2004,0,0,1
96,253000,2008,0,0,1
63,170000,2008,0,0,0
47,278000,1997,1,0,0
63,177000,2006,0,0,2
96,203000,2007,1,0,2
75,220354,2002,0,0,2
60,115000,2004,0,0,1
79,196000,2001,0,0,2
75,1111,2003,0,0,2
88,225000,2003,1,0,0
74,88000,2011,0,0,0
79,201500,2001,0,0,3
62,196000,2009,0,0,2
59,210000,2001,0,0,2
72,199000,2003,0,0,1
60,194000,2004,0,0,3
88,167000,2004,0,0,2
66,156000,2003,1,0,0
79,190000,2002,0,0,1
75,71100,2010,0,0,1
63,162000,2007,0,0,1
64,171080,2005,0,0,2
88,217000,2003,1,0,1
79,214000,2000,0,0,1
88,206450,2003,1,0,1
88,190000,2003,1,0,1
96,194000,2006,0,0,2
55,120000,1998,0,0,1
47,210000,1997,1,0,1
83,169000,2005,1,0,2
60,123900,2005,0,0,1
63,190000,2007,0,0,1
66,248000,1997,1,0,3
79,251121,2002,0,0,2
63,202000,2006,0,0,2
66,131000,2010,0,0,2
66,23000,2000,0,0,0
96,145000,2006,1,0,2
75,260000,2001,0,0,2
88,212300,2003,1,0,0
83,175000,2003,1,0,1
83,195000,2005,1,0,1
75,185000,2007,1,0,2
70,136000,2001,0,0,0
96,199455,2008,0,0,2
79,199000,2001,0,0,2
88,223000,2001,0,0,2
60,250000,2005,0,0,1
59,1111,2002,0,0,2
84,270000,1996,1,0,3
96,212000,2007,0,0,2
76,180000,2008,1,0,2
79,276000,2001,0,0,2
63,172000,2007,0,0,1
77,197000,2006,1,0,1
66,222400,1998,0,0,1
88,186000,2004,1,0,0
88,211000,2004,0,0,0
88,226500,2003,0,0,0
60,220000,2005,0,0,1
96,182000,2010,0,0,2
88,230000,2004,1,0,2
88,165209,2004,1,0,2
86,216000,2004,1,0,2
5,120000,2002,0,0,0
66,180000,1996,1,0,1
75,185000,2002,0,0,1
75,121000,2002,0,0,3
88,180000,2005,1,0,2
83,178555,2004,1,0,2
60,298000,2004,0,0,1
85,234600,2002,0,0,0
66,203194,2004,1,0,1
60,210000,2004,0,0,1
74,182000,2004,0,0,0
81,58000,2010,0,0,0
79,210000,2001,0,0,1
81,180000,2010,1,0,1
72,160000,2003,0,0,1
70,195500,2002,0,0,2
74,33000,2013,1,0,1
78,142000,2006,1,0,2
74,172820,2004,0,0,2
78,108000,2006,1,0,1
96,138450,2007,0,0,2
60,184010,2004,0,0,1
60,180000,2004,1,0,0
60,187000,2005,0,0,1
83,263600,2005,0,0,2
83,150551,2004,1,0,2
88,197698,2003,1,0,1
51,87180,2002,0,0,2
77,221332,1998,0,0,2
88,260000,2003,0,0,1
79,224000,2001,0,0,3
88,206000,2002,1,0,1
88,197000,2004,0,0,0
60,250000,2002,0,0,2
55,120000,1996,1,0,1
55,316,1998,1,0,0
48,230000,2000,0,0,1
88,165000,2003,1,0,1
60,167000,2004,0,0,1
83,155235,2003,1,0,1
88,202000,2003,0,0,1
78,196000,2006,0,0,0
74,2,2003,0,0,1
63,192000,2008,0,0,1
88,120000,2003,0,0,1
73,110000,2001,0,0,1
78,169000,2006,1,0,1
78,1,2002,0,0,3
88,155000,2006,1,1,2
82,190000,2006,0,0,0
59,192000,2002,0,0,1
72,154231,2008,0,0,0
88,187000,2004,0,0,1
88,161000,2004,1,0,1
88,199320,2003,1,0,0
74,197000,2001,0,0,2
79,217000,2001,0,0,0
83,152000,2003,1,0,1
83,123000,2003,0,0,3
99,203000,2004,1,1,0
63,150000,2007,0,0,0
75,116000,2001,0,0,0
81,253220,2012,0,0,2
75,200000,2002,0,0,2
70,178230,2002,0,0,2
60,185000,2004,0,0,1
99,112500,2008,0,0,2
68,187650,2010,0,0,1
232,16000,2012,1,0,3
96,210000,2007,0,1,2
